DR_NO;Date Rptd;TIME OCC;AREA;AREA NAME;LOCATION;Vict Sex
221907207;03/20/2022 12:00:00 AM;220;19;Mission    ;12700    SAN FERNANDO                 RD;F
221912203;07/20/2022 12:00:00 AM;1735;19;Mission    ;8400    VAN NUYS                     BL ;M
231900591;02/19/2023 12:00:00 AM;1800;19;Mission    ;8400    CEDROS                       AV ;M
221904520;01/12/2022 12:00:00 AM;2020;19;Mission    ;10400 N  SEPULVEDA                    BL;F
221904578;01/16/2022 12:00:00 AM;647;19;Mission    ;13500    WENTWORTH                    ST;M
221906721;03/09/2022 12:00:00 AM;930;19;Mission    ;SAYRE                        ST         ;F
221910785;06/13/2022 12:00:00 AM;1822;19;Mission    ;9900    GULLO                        AV ;M
231906743;03/08/2023 12:00:00 AM;1830;19;Mission    ;14600    PARTHENIA                    ST;F
221905683;02/13/2022 12:00:00 AM;1330;19;Mission    ;9000    CANTERBURY                   AV ;
221905536;02/09/2022 12:00:00 AM;930;19;Mission    ;13600    CANTARA                      ST;M
221904711;01/19/2022 12:00:00 AM;1830;19;Mission    ;9000    ORION                        AV ;F
221912037;07/17/2022 12:00:00 AM;19;19;Mission    ;13900    OSBORNE                      ST;F
221911031;06/20/2022 12:00:00 AM;1000;19;Mission    ;15200    ACRE                         ST;F
221916243;10/30/2022 12:00:00 AM;1;19;Mission    ;13600    FOOTHILL                     BL;
221915004;09/28/2022 12:00:00 AM;100;19;Mission    ;8900    ORION                        AV ;M
221916736;11/11/2022 12:00:00 AM;1530;19;Mission    ;11400    LEV                          AV;M
221905096;01/30/2022 12:00:00 AM;1455;19;Mission    ;16300    FILBERT                      ST;F
221912547;07/28/2022 12:00:00 AM;1022;19;Mission    ;7900    NELSON                       RD ;X
221911161;06/23/2022 12:00:00 AM;430;19;Mission    ;14200    TYLER                        ST;M
221908053;04/08/2022 12:00:00 AM;1430;19;Mission    ;13800    PIERCE                       ST;M
221916474;11/03/2022 12:00:00 AM;1200;19;Mission    ;12700    ENCINITAS                    AV;F
231906492;03/01/2023 12:00:00 AM;800;19;Mission    ;13900    BOXWOOD                      PL;M
221918370;12/26/2022 12:00:00 AM;1455;19;Mission    ;13200    WINFIELD                     ST;M
221918582;12/29/2022 12:00:00 AM;2035;19;Mission    ;13600    WENTWORTH                    ST;F
221917169;11/21/2022 12:00:00 AM;1545;19;Mission    ;13800    HUBBARD                      ST;M
221904428;01/12/2022 12:00:00 AM;1325;19;Mission    ;13800    FOOTHILL                     BL;M
221907817;04/04/2022 12:00:00 AM;1220;19;Mission    ;14400    VAN NUYS                     BL;M
221911987;07/17/2022 12:00:00 AM;130;19;Mission    ;13800    GLENOAKS                     BL;F
221916839;11/14/2022 12:00:00 AM;200;19;Mission    ;14700    BLYTHE                       ST;F
221906636;03/07/2022 12:00:00 AM;425;19;Mission    ;DEVONSHIRE                              ;M
221917703;12/08/2022 12:00:00 AM;2300;19;Mission    ;16200    FILBERT                      ST;M
231907958;04/11/2023 12:00:00 AM;1200;19;Mission    ;7800    VENTURA CANYON               AV ;F
221904539;01/15/2022 12:00:00 AM;1900;19;Mission    ;8400    GREENBUSH                    AV ;M
221917520;12/03/2022 12:00:00 AM;1450;19;Mission    ;9000 N  SEPULVEDA                    BL ;M
221914316;09/12/2022 12:00:00 AM;1200;19;Mission    ;7800    VAN NUYS                     BL ;M
221908128;04/01/2022 12:00:00 AM;2355;19;Mission    ;8500    TOBIAS                       AV ;F
221912811;08/03/2022 12:00:00 AM;1236;19;Mission    ;10700    ARLETA                       AV;F
221907309;03/21/2022 12:00:00 AM;1930;19;Mission    ;8700    MATILIJA                     AV ;M
221913608;08/24/2022 12:00:00 AM;920;19;Mission    ;8100    LULLABY                      LN ;M
221908028;04/10/2022 12:00:00 AM;2230;19;Mission    ;POLK                         ST         ;
221917459;12/01/2022 12:00:00 AM;2100;19;Mission    ;14400    BERG                         ST;F
221910248;06/01/2022 12:00:00 AM;1943;19;Mission    ;BLEDSOE                                 ;X
221906951;03/14/2022 12:00:00 AM;1930;19;Mission    ;9800    SHARP                        AV ;M
221913283;08/16/2022 12:00:00 AM;1500;19;Mission    ;8600    CEDROS                       AV ;F
221912917;08/07/2022 12:00:00 AM;1120;19;Mission    ;KESTER                                  ;M
221905647;02/12/2022 12:00:00 AM;400;19;Mission    ;12900    MACLAY                       ST;F
221918249;12/22/2022 12:00:00 AM;100;19;Mission    ;ORO GRANDE                              ;
231910152;06/05/2023 12:00:00 AM;1435;19;Mission    ;13500    SPROULE                      AV;M
221912050;07/18/2022 12:00:00 AM;930;19;Mission    ;14600    BLYTHE                       ST;F
221916791;11/12/2022 12:00:00 AM;1315;19;Mission    ;15000    ROSCOE                       BL;M
221905848;02/16/2022 12:00:00 AM;1200;19;Mission    ;8500    TOBIAS                       AV ;F
221909251;05/07/2022 12:00:00 AM;2300;19;Mission    ;13000    HUBBARD                      ST;F
231905228;02/01/2023 12:00:00 AM;1245;19;Mission    ;8500    TOBIAS                       AV ;F
221911016;06/20/2022 12:00:00 AM;1;19;Mission    ;9000    CEDROS                       AV ;F
221909266;05/09/2022 12:00:00 AM;800;19;Mission    ;13400    OSBORNE                      ST;M
221914439;09/14/2022 12:00:00 AM;1000;19;Mission    ;8500    VESPER                       AV ;F
221914803;09/23/2022 12:00:00 AM;50;19;Mission    ;12900    FENTON                       AV;
221908251;04/14/2022 12:00:00 AM;1000;19;Mission    ;LASSEN                                  ;M
221904772;01/22/2022 12:00:00 AM;1100;19;Mission    ;8300    VAN NUYS                     BL ;M
221916378;11/02/2022 12:00:00 AM;800;19;Mission    ;14500    ROSCOE                       BL;M
221917139;11/21/2022 12:00:00 AM;430;19;Mission    ;9200    VAN NUYS                     BL ;F
221918384;12/27/2022 12:00:00 AM;230;19;Mission    ;15000    PARTHENIA                    ST;F
221908370;04/17/2022 12:00:00 AM;1126;19;Mission    ;SEPULVEDA                    BL         ;F
221914318;09/12/2022 12:00:00 AM;140;19;Mission    ;14500    BLYTHE                       ST;
221905788;02/15/2022 12:00:00 AM;1530;19;Mission    ;14900    POLK                         ST;
221914800;09/23/2022 12:00:00 AM;1700;19;Mission    ;13100    BROMONT                      AV;
221909436;05/12/2022 12:00:00 AM;1540;19;Mission    ;13500    FOOTHILL                     BL;M
221916563;11/06/2022 12:00:00 AM;545;19;Mission    ;9000    KATHERINE                    AV ;F
221912528;07/27/2022 12:00:00 AM;1925;19;Mission    ;14100    EL CASCO                     ST;M
221913558;08/23/2022 12:00:00 AM;1945;19;Mission    ;NOBLE                                   ;M
221914431;09/14/2022 12:00:00 AM;700;19;Mission    ;13800    MONTERO                      AV;
221910467;06/05/2022 12:00:00 AM;1240;19;Mission    ;13900    LA RUE                       ST;F
221904431;01/12/2022 12:00:00 AM;1230;19;Mission    ;9900 N  SEPULVEDA                    BL ;M
221906350;02/27/2022 12:00:00 AM;1515;19;Mission    ;10200    WOODMAN                      AV;M
221908619;04/24/2022 12:00:00 AM;1000;19;Mission    ;13400    SAYRE                        ST;M
221906811;03/04/2022 12:00:00 AM;1800;19;Mission    ;14000    BALBOA                       BL;X
221904764;01/21/2022 12:00:00 AM;1500;19;Mission    ;TOBIAS                       AV         ;F
221908865;04/29/2022 12:00:00 AM;1130;19;Mission    ;9000    TOBIAS                       AV ;F
221909735;05/20/2022 12:00:00 AM;745;19;Mission    ;9400 N  SEPULVEDA                    BL ;F
221911784;07/09/2022 12:00:00 AM;1920;19;Mission    ;9000    BURNET                       AV ;M
221916456;11/03/2022 12:00:00 AM;600;19;Mission    ;8700    LANGDON                      AV ;F
221916940;11/16/2022 12:00:00 AM;1200;19;Mission    ;8800    WILLIS                       AV ;M
221914890;09/25/2022 12:00:00 AM;1020;19;Mission    ;8400    LANGDON                      AV ;M
221913472;08/20/2022 12:00:00 AM;1209;19;Mission    ;12700    ENCINITAS                    AV;F
221911369;06/29/2022 12:00:00 AM;1515;19;Mission    ;8600    PARTHENIA                    PL ;F
221906833;03/11/2022 12:00:00 AM;1100;19;Mission    ;13400    OSBORNE                      ST;F
221915846;10/19/2022 12:00:00 AM;1;19;Mission    ;14400    PLUMMER                      ST;
221907607;03/25/2022 12:00:00 AM;611;19;Mission    ;7800    VAN NUYS                     BL ;F
221912957;08/08/2022 12:00:00 AM;1800;19;Mission    ;VENTURA CANYON                          ;
221910369;06/04/2022 12:00:00 AM;150;19;Mission    ;ARROYO                       ST         ;M
221912626;07/30/2022 12:00:00 AM;630;19;Mission    ;PARTHENIA                    ST         ;F
221914217;09/08/2022 12:00:00 AM;1000;19;Mission    ;13000    BORDEN                       AV;M
221915469;10/09/2022 12:00:00 AM;1600;19;Mission    ;8700    PARTHENIA                    PL ;
221904493;01/14/2022 12:00:00 AM;2000;19;Mission    ;8700    TOBIAS                       AV ;
221907042;03/16/2022 12:00:00 AM;230;19;Mission    ;10000    HALBRENT                     AV;F
221916230;10/30/2022 12:00:00 AM;1900;19;Mission    ;PARTHENIA                               ;
221904547;01/15/2022 12:00:00 AM;1530;19;Mission    ;8700 N  SEPULVEDA                    BL ;M
221915468;10/09/2022 12:00:00 AM;400;19;Mission    ;8500    WILLIS                       AV ;
221911371;07/01/2022 12:00:00 AM;930;19;Mission    ;13100    BRANFORD                     ST;M
221910979;06/19/2022 12:00:00 AM;245;19;Mission    ;13900    FOOTHILL                     BL;M
221910209;05/27/2022 12:00:00 AM;1630;19;Mission    ;7800    VAN NUYS                     BL ;M
221912717;08/02/2022 12:00:00 AM;1145;19;Mission    ;9100 N  SEPULVEDA                    BL ;M
221915925;10/20/2022 12:00:00 AM;1848;19;Mission    ;8400    VAN NUYS                     BL ;X
221908578;04/22/2022 12:00:00 AM;2140;19;Mission    ;8600    COLUMBUS                     AV ;F
221900934;12/17/2022 12:00:00 AM;1530;19;Mission    ;9800    WILLIS                       AV ;F
221904953;01/26/2022 12:00:00 AM;1640;19;Mission    ;13000    BURTON                       ST;F
221916132;10/26/2022 12:00:00 AM;953;19;Mission    ;8500    TOBIAS                       AV ;M
221908974;05/02/2022 12:00:00 AM;2;19;Mission    ;7900    WOODMAN                      AV ;M
221910970;06/17/2022 12:00:00 AM;1750;19;Mission    ;8600    LANGDON                      AV ;M
221909700;05/19/2022 12:00:00 AM;950;19;Mission    ;8500    WAKEFIELD                    AV ;M
221904763;01/21/2022 12:00:00 AM;1430;19;Mission    ;14700    REX                          ST;F
221909923;05/25/2022 12:00:00 AM;1530;19;Mission    ;13300    FREDERICK                    WY;F
221912405;07/24/2022 12:00:00 AM;2350;19;Mission    ;8500    TOBIAS                       AV ;M
221906673;03/08/2022 12:00:00 AM;400;19;Mission    ;8100    ORION                        AV ;M
221909911;05/24/2022 12:00:00 AM;745;19;Mission    ;15500    MAYALL                       ST;F
221904908;01/25/2022 12:00:00 AM;2200;19;Mission    ;8000    LANGDON                      AV ;M
221905675;02/13/2022 12:00:00 AM;1400;19;Mission    ;7900    WOODMAN                      AV ;
221910451;06/05/2022 12:00:00 AM;2320;19;Mission    ;14700    CHATSWORTH                   ST;M
221909161;05/06/2022 12:00:00 AM;1240;19;Mission    ;14300    TERRA BELLA                  ST;F
221904387;01/10/2022 12:00:00 AM;1950;19;Mission    ;BRAND                                   ;M
221905936;02/18/2022 12:00:00 AM;1720;19;Mission    ;8100    WISNER                       AV ;F
221906689;03/08/2022 12:00:00 AM;1030;19;Mission    ;14600    PARTHENIA                    ST;F
221917237;11/25/2022 12:00:00 AM;2330;19;Mission    ;13100    GLENOAKS                     BL;F
221904559;01/15/2022 12:00:00 AM;145;19;Mission    ;LANGDON                      AV         ;F
221907245;03/21/2022 12:00:00 AM;2000;19;Mission    ;12200    SAN FERNANDO                 RD;F
221907522;03/27/2022 12:00:00 AM;300;19;Mission    ;15100    NORDHOFF                     ST;
221904961;01/27/2022 12:00:00 AM;1600;19;Mission    ;8300    CEDROS                       AV ;
221905476;02/05/2022 12:00:00 AM;1217;19;Mission    ;14600    NORDHOFF                     ST;F
221900897;11/12/2022 12:00:00 AM;2100;19;Mission    ;7800    VAN NUYS                     BL ;M
221914589;09/18/2022 12:00:00 AM;1645;19;Mission    ;8400 N  SEPULVEDA                    BL ;M
221915020;09/28/2022 12:00:00 AM;2100;19;Mission    ;OSBORNE                      ST         ;F
221912101;07/19/2022 12:00:00 AM;1200;19;Mission    ;8700    COSTELLO                     AV ;F
221911011;06/19/2022 12:00:00 AM;1600;19;Mission    ;8800    TOBIAS                       AV ;M
221906013;02/20/2022 12:00:00 AM;930;19;Mission    ;9000    CEDROS                       AV ;F
221906637;03/06/2022 12:00:00 AM;2005;19;Mission    ;9200    WAKEFIELD                    AV ;M
221918171;12/20/2022 12:00:00 AM;1125;19;Mission    ;14500    JUDD                         ST;M
221915748;10/16/2022 12:00:00 AM;320;19;Mission    ;FOOTHILL                                ;F
221917132;11/21/2022 12:00:00 AM;300;19;Mission    ;10600 N  SEPULVEDA                    BL;F
221918141;12/19/2022 12:00:00 AM;1610;19;Mission    ;15300    CHATSWORTH                   ST;
221913523;08/23/2022 12:00:00 AM;2240;19;Mission    ;10900    BURNET                       AV;F
221713610;09/16/2022 12:00:00 AM;824;19;Mission    ;15000    RINALDI                      ST;X
221908275;04/14/2022 12:00:00 AM;1910;19;Mission    ;8400    LANGDON                      AV ;F
221914259;09/11/2022 12:00:00 AM;1530;19;Mission    ;SEPULVEDA                               ;
221905462;02/08/2022 12:00:00 AM;2200;19;Mission    ;COMMUNITY                    ST         ;
221917596;12/05/2022 12:00:00 AM;700;19;Mission    ;8700    ORION                        AV ;F
221907598;03/29/2022 12:00:00 AM;1200;19;Mission    ;9000    ORION                        AV ;M
221917975;12/14/2022 12:00:00 AM;800;19;Mission    ;13900    BREGER                       AV;M
221915055;09/29/2022 12:00:00 AM;1550;19;Mission    ;VENTURA CANYON               AV         ;M
221907758;04/03/2022 12:00:00 AM;200;19;Mission    ;9200 N  SEPULVEDA                    BL ;F
221906819;03/11/2022 12:00:00 AM;1600;19;Mission    ;11400    BARTEE                       AV;F
221916819;11/13/2022 12:00:00 AM;1730;19;Mission    ;13100    HUBBARD                      ST;M
221910320;06/02/2022 12:00:00 AM;2100;19;Mission    ;12400    SAN FERNANDO                 RD;
221908468;04/20/2022 12:00:00 AM;1800;19;Mission    ;15800    OLDEN                        ST;
221910254;06/01/2022 12:00:00 AM;1900;19;Mission    ;8200    WOODMAN                      AV ;F
221917042;11/19/2022 12:00:00 AM;245;19;Mission    ;10100    LEV                          AV;F
221907926;04/06/2022 12:00:00 AM;1540;19;Mission    ;11500    AMBOY                        AV;F
221915373;10/06/2022 12:00:00 AM;2100;19;Mission    ;COLUMBUS                                ;
221908315;04/16/2022 12:00:00 AM;945;19;Mission    ;7800    NOLLAN                       PL ;M
221908131;04/11/2022 12:00:00 AM;1455;19;Mission    ;9200    CEDROS                       AV ;F
221908021;04/08/2022 12:00:00 AM;1401;19;Mission    ;15400    JERSEY                       ST;F
221916381;11/02/2022 12:00:00 AM;1200;19;Mission    ;15100    KADOTA                       ST;M
221900533;02/10/2022 12:00:00 AM;945;19;Mission    ;7900    BROADLEAF                    AV ;M
221910879;06/15/2022 12:00:00 AM;700;19;Mission    ;10300 N  SEPULVEDA                    BL;M
221915907;10/20/2022 12:00:00 AM;1100;19;Mission    ;8200    VAN NUYS                     BL ;F
221905281;01/27/2022 12:00:00 AM;200;19;Mission    ;16300    FILBERT                      ST;M
221916481;11/03/2022 12:00:00 AM;1520;19;Mission    ;9000    BURNET                       AV ;F
221917444;11/30/2022 12:00:00 AM;2330;19;Mission    ;14900    LASSEN                       ST;M
221906094;02/22/2022 12:00:00 AM;735;19;Mission    ;ROSCOE                                  ;M
231904048;01/02/2023 12:00:00 AM;1600;19;Mission    ;14200    VAN NUYS                     BL;M
221914699;09/21/2022 12:00:00 AM;415;19;Mission    ;HOYT                                    ;M
